Grain Image Name,Rice Type,Height (mm),Width (mm),Average Color
L1F23BSCS0118_PK386_Raw_003_Grain_0016.jpg,PK386,6.0532,2.1108,"[184.60722347629797, 188.15349887133183, 165.95711060948082]"
L1F23BSCS0118_PK386_Raw_003_Grain_0017.jpg,PK386,7.6235,2.0045,"[178.97227356746765, 182.09796672828097, 162.7818853974122]"
L1F23BSCS0118_PK386_Raw_003_Grain_0018.jpg,PK386,7.8203,1.8916,"[172.31106870229007, 175.62213740458014, 155.75572519083968]"
L1F23BSCS0118_PK386_Raw_003_Grain_0019.jpg,PK386,5.8467,1.9644,"[164.39698492462313, 167.83668341708542, 146.96984924623115]"
L1F23BSCS0118_PK386_Raw_004_Grain_0001.jpg,PK386,7.6671,1.8357,"[174.87127094401308, 176.94585206375154, 157.28156926849204]"
L1F23BSCS0118_PK386_Raw_004_Grain_0002.jpg,PK386,6.9774,1.8554,"[171.25305487669408, 173.8375916463008, 155.42790491002]"
L1F23BSCS0118_PK386_Raw_004_Grain_0003.jpg,PK386,8.0264,2.1314,"[175.55749660786975, 176.57835820895522, 156.359565807327]"
L1F23BSCS0118_PK386_Raw_004_Grain_0004.jpg,PK386,8.2062,1.8934,"[177.44472913616397, 180.20204978038066, 160.421486090776]"
L1F23BSCS0118_PK386_Raw_004_Grain_0005.jpg,PK386,7.5852,2.1967,"[189.05544899738447, 191.92432432432432, 171.14594594594595]"
L1F23BSCS0118_PK386_Raw_004_Grain_0006.jpg,PK386,7.4704,1.973,"[192.48964968152868, 194.36305732484075, 173.74960191082803]"
L1F23BSCS0118_PK386_Raw_004_Grain_0007.jpg,PK386,7.1765,1.8909,"[180.25177749895443, 182.89418653283144, 161.9857800083647]"
L1F23BSCS0118_PK386_Raw_004_Grain_0008.jpg,PK386,7.2148,2.0297,"[165.03291190046156, 167.45093317278747, 145.7276740919125]"
L1F23BSCS0118_PK386_Raw_004_Grain_0009.jpg,PK386,7.5091,1.9516,"[188.7574931880109, 191.33184118333983, 169.60432074737253]"
L1F23BSCS0118_PK386_Raw_004_Grain_0010.jpg,PK386,7.0774,2.0906,"[178.28491187294208, 181.73639356963005, 160.50978113499903]"
L1F23BSCS0118_PK386_Raw_004_Grain_0011.jpg,PK386,7.9899,1.9966,"[170.76666666666668, 174.22615101289134, 152.95432780847145]"
L1F23BSCS0118_PK386_Raw_004_Grain_0012.jpg,PK386,7.4349,1.7872,"[160.40171673819742, 160.65515021459228, 138.00901287553648]"
L1F23BSCS0118_PK386_Raw_004_Grain_0013.jpg,PK386,7.0041,1.7382,"[158.76643356643356, 160.78857808857808, 140.04941724941725]"
L1F23BSCS0118_PK386_Raw_004_Grain_0014.jpg,PK386,5.3631,2.0321,"[184.27340624166445, 187.59962656708456, 168.76553747666046]"
L1F23BSCS0118_PK386_Raw_004_Grain_0015.jpg,PK386,7.2386,1.7789,"[185.7638003078953, 188.2966791290961, 169.70705959973608]"
L1F23BSCS0118_PK386_Raw_004_Grain_0016.jpg,PK386,7.5444,1.7926,"[176.8753164556962, 178.8162447257384, 159.0928270042194]"
L1F23BSCS0118_PK386_Raw_004_Grain_0017.jpg,PK386,7.1582,1.9803,"[174.0360655737705, 176.0047131147541, 154.63114754098362]"
L1F23BSCS0118_PK386_Raw_004_Grain_0018.jpg,PK386,6.8607,1.8194,"[163.54836432101672, 166.3829136267357, 145.9183337255825]"
L1F23BSCS0118_PK386_Raw_004_Grain_0019.jpg,PK386,7.4192,1.8859,"[179.7056285949055, 182.88475760065737, 163.0059572719803]"
L1F23BSCS0118_PK386_Raw_004_Grain_0020.jpg,PK386,7.0589,1.7225,"[157.63006993006994, 159.66130536130535, 137.9067599067599]"
L1F23BSCS0118_PK386_Raw_005_Grain_0001.jpg,PK386,7.6327,1.9024,"[175.146771037182, 177.866927592955, 160.573385518591]"
L1F23BSCS0118_PK386_Raw_005_Grain_0002.jpg,PK386,6.5907,2.0398,"[177.56659619450318, 180.39323467230443, 163.5983086680761]"
L1F23BSCS0118_PK386_Raw_005_Grain_0003.jpg,PK386,7.1895,1.9945,"[170.89795918367346, 173.84897959183672, 156.1265306122449]"
L1F23BSCS0118_PK386_Raw_005_Grain_0004.jpg,PK386,7.4258,1.971,"[169.57558139534885, 172.70542635658916, 153.65116279069767]"
L1F23BSCS0118_PK386_Raw_005_Grain_0005.jpg,PK386,7.6074,1.8565,"[168.10179640718562, 171.24950099800398, 151.42315369261476]"
L1F23BSCS0118_PK386_Raw_005_Grain_0006.jpg,PK386,7.4182,1.9821,"[174.05555555555554, 176.89463601532566, 158.7624521072797]"
L1F23BSCS0118_PK386_Raw_005_Grain_0007.jpg,PK386,6.2372,2.0359,"[176.5950226244344, 179.6131221719457, 161.29185520361992]"
L1F23BSCS0118_PK386_Raw_005_Grain_0008.jpg,PK386,7.6987,2.021,"[183.28467153284672, 186.38503649635035, 167.45255474452554]"
L1F23BSCS0118_PK386_Raw_005_Grain_0009.jpg,PK386,7.6873,1.8176,"[164.13967611336034, 167.03643724696357, 148.40890688259108]"
L1F23BSCS0118_PK386_Raw_005_Grain_0010.jpg,PK386,5.5897,1.8478,"[167.82142857142858, 171.46978021978023, 151.34615384615384]"
L1F23BSCS0118_PK386_Raw_005_Grain_0011.jpg,PK386,6.9779,1.7816,"[173.64125560538116, 176.56726457399103, 158.03587443946188]"
L1F23BSCS0118_PK386_Raw_005_Grain_0012.jpg,PK386,6.0,2.0204,"[171.01654846335697, 173.95035460992906, 155.3758865248227]"
L1F23BSCS0118_PK386_Raw_005_Grain_0013.jpg,PK386,7.6187,2.0254,"[168.04905660377358, 171.30943396226414, 150.9132075471698]"
L1F23BSCS0118_PK386_Raw_005_Grain_0014.jpg,PK386,7.2235,1.8298,"[165.44420131291028, 168.76586433260394, 148.5601750547046]"
L1F23BSCS0118_PK386_Raw_005_Grain_0015.jpg,PK386,7.2364,2.015,"[174.8171206225681, 178.0214007782101, 158.431906614786]"
L1F23BSCS0118_PK386_Raw_005_Grain_0016.jpg,PK386,5.9656,1.9197,"[168.585, 172.44, 151.5275]"
L1F23BSCS0118_PK386_Raw_005_Grain_0017.jpg,PK386,6.4597,2.0372,"[177.72173913043477, 180.38478260869564, 157.2391304347826]"
L1F23BSCS0118_PK386_Raw_005_Grain_0018.jpg,PK386,6.8331,1.9347,"[166.0663811563169, 169.49250535331905, 148.01070663811564]"
L1F23BSCS0118_PK386_Raw_005_Grain_0019.jpg,PK386,7.9613,2.0509,"[171.3499111900533, 174.41030195381882, 155.54706927175843]"
L1F23BSCS0118_PK386_Raw_005_Grain_0020.jpg,PK386,6.1088,1.8975,"[164.44878048780487, 167.9780487804878, 146.42926829268293]"
L1F23BSCS0118_PK386_Raw_005_Grain_0021.jpg,PK386,6.7678,1.9843,"[168.9002169197397, 172.03036876355748, 152.62689804772234]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0001.jpg,SuperBasmati,8.5289,2.0776,"[191.1114245416079, 193.2101551480959, 180.5571227080395]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0002.jpg,SuperBasmati,7.7584,1.9842,"[175.26805778491172, 176.3868378812199, 159.52166934189407]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0003.jpg,SuperBasmati,7.8565,1.9713,"[191.14029363784667, 193.78303425774877, 180.9869494290375]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0004.jpg,SuperBasmati,7.9495,1.9704,"[190.0429252782194, 192.3275039745628, 180.5516693163752]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0005.jpg,SuperBasmati,7.8044,2.0616,"[189.5689381933439, 191.90491283676704, 178.2551505546751]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0006.jpg,SuperBasmati,7.0732,1.8428,"[186.03508771929825, 187.8615984405458, 178.91423001949317]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0007.jpg,SuperBasmati,8.0357,1.9428,"[186.7440758293839, 188.6398104265403, 177.84518167456557]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0008.jpg,SuperBasmati,8.6908,1.7963,"[190.5231259968102, 192.7719298245614, 179.60127591706538]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0009.jpg,SuperBasmati,7.6655,2.1482,"[186.23975720789073, 188.70713201820942, 175.29438543247343]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0010.jpg,SuperBasmati,7.6504,2.0179,"[190.38009787928223, 193.08156606851549, 181.3132137030995]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0011.jpg,SuperBasmati,7.4525,1.9036,"[190.32798573975043, 193.11229946524065, 182.11051693404636]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0012.jpg,SuperBasmati,8.0457,1.8557,"[177.0296540362438, 176.67874794069192, 158.52059308072486]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0013.jpg,SuperBasmati,8.5911,2.1568,"[190.20805369127515, 193.08322147651006, 179.46711409395974]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0014.jpg,SuperBasmati,7.7685,2.0422,"[194.0095389507154, 195.5691573926868, 179.57233704292528]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0015.jpg,SuperBasmati,6.2464,1.7647,"[193.61625282167043, 195.44018058690745, 183.69525959367945]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0016.jpg,SuperBasmati,7.9685,1.973,"[186.0175159235669, 188.3391719745223, 175.11624203821657]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0017.jpg,SuperBasmati,7.8633,2.0878,"[186.55873493975903, 188.81927710843374, 176.00301204819277]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0018.jpg,SuperBasmati,7.5201,2.019,"[189.6194398682043, 193.1350906095552, 180.30477759472817]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0019.jpg,SuperBasmati,7.1929,1.8077,"[175.7385496183206, 175.8301526717557, 156.08396946564886]"
L1F23BSCS0118_SuperBasmati_Raw_001_Grain_0020.jpg,SuperBasmati,8.0641,2.1589,"[187.82209469153514, 190.63558106169296, 177.10186513629841]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0001.jpg,SuperBasmati,7.7538,1.8781,"[192.32534246575344, 194.7345890410959, 182.138698630137]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0002.jpg,SuperBasmati,7.7245,1.767,"[190.61566484517303, 193.26775956284152, 180.3169398907104]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0003.jpg,SuperBasmati,8.1165,1.8966,"[190.40842787682334, 193.3517017828201, 180.52836304700162]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0004.jpg,SuperBasmati,8.7063,1.9937,"[190.33572453371593, 192.41750358680056, 177.38307030129124]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0005.jpg,SuperBasmati,8.2902,2.0113,"[191.82361733931242, 194.2152466367713, 182.6846038863976]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0006.jpg,SuperBasmati,7.3171,1.937,"[192.88515901060072, 195.58127208480565, 184.30918727915196]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0007.jpg,SuperBasmati,8.4164,1.8743,"[189.414442700157, 191.67660910518055, 179.0973312401884]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0008.jpg,SuperBasmati,7.936,2.0173,"[193.51184834123222, 195.9431279620853, 182.41864139020538]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0009.jpg,SuperBasmati,7.7222,2.0603,"[185.4090909090909, 187.70689655172413, 174.08620689655172]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0010.jpg,SuperBasmati,8.1015,1.7029,"[180.45340501792114, 183.0573476702509, 170.31541218637992]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0011.jpg,SuperBasmati,8.7743,2.1023,"[191.40544217687074, 193.68707482993196, 181.4421768707483]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0012.jpg,SuperBasmati,8.0964,1.9024,"[192.06290322580645, 194.3951612903226, 182.56774193548387]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0013.jpg,SuperBasmati,7.9235,1.7746,"[190.98591549295776, 193.18133802816902, 180.92253521126761]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0014.jpg,SuperBasmati,8.4642,1.9658,"[187.54341317365268, 189.5374251497006, 178.0823353293413]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0015.jpg,SuperBasmati,8.2929,1.8795,"[195.1139240506329, 197.11075949367088, 184.85284810126583]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0016.jpg,SuperBasmati,7.7142,1.8274,"[186.19115044247786, 188.69203539823008, 173.4]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0017.jpg,SuperBasmati,7.3657,1.8456,"[182.4280510018215, 185.42258652094716, 172.9872495446266]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0018.jpg,SuperBasmati,7.593,1.8465,"[186.01946902654868, 189.30088495575222, 177.00353982300885]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0019.jpg,SuperBasmati,7.5992,2.0647,"[183.12044374009508, 185.56576862123615, 173.3755942947702]"
L1F23BSCS0118_SuperBasmati_Raw_002_Grain_0020.jpg,SuperBasmati,6.9189,1.9431,"[181.23977695167287, 182.80297397769516, 170.0018587360595]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0001.jpg,SuperBasmati,7.1643,1.8113,"[187.3996138996139, 189.5810810810811, 174.52123552123552]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0002.jpg,SuperBasmati,6.7698,1.9178,"[201.09633911368016, 203.3718689788054, 190.7456647398844]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0003.jpg,SuperBasmati,7.9213,2.0479,"[184.3891547049442, 182.6395534290271, 167.42424242424244]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0004.jpg,SuperBasmati,8.045,2.0107,"[193.69444444444446, 196.1033950617284, 183.03086419753086]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0005.jpg,SuperBasmati,8.8569,1.9815,"[195.17042253521126, 198.2225352112676, 184.20422535211267]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0006.jpg,SuperBasmati,7.6069,1.9826,"[192.11447811447812, 194.54545454545453, 182.20875420875421]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0007.jpg,SuperBasmati,8.6281,1.8774,"[189.47022900763358, 191.58778625954199, 180.54961832061068]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0008.jpg,SuperBasmati,8.4877,2.0897,"[195.09129213483146, 197.6671348314607, 182.98595505617976]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0009.jpg,SuperBasmati,7.8299,1.7864,"[181.74060822898034, 183.6046511627907, 168.5635062611807]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0010.jpg,SuperBasmati,7.7759,2.0792,"[184.2031007751938, 185.8031007751938, 170.11472868217055]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0011.jpg,SuperBasmati,7.4567,1.7729,"[194.99049429657794, 196.73574144486693, 185.5703422053232]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0012.jpg,SuperBasmati,8.1214,1.8799,"[184.0130081300813, 186.11869918699188, 170.06991869918699]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0013.jpg,SuperBasmati,7.9436,2.0092,"[190.6651090342679, 192.91744548286604, 178.13707165109034]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0014.jpg,SuperBasmati,8.2669,1.8975,"[187.6976377952756, 189.65511811023623, 177.71496062992125]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0015.jpg,SuperBasmati,8.0096,2.0127,"[197.1139240506329, 200.11708860759492, 188.35443037974684]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0016.jpg,SuperBasmati,8.8824,2.1504,"[189.4047306176084, 191.9382391590013, 180.05256241787123]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0017.jpg,SuperBasmati,7.2635,1.8215,"[186.18857142857144, 189.05714285714285, 177.38857142857142]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0018.jpg,SuperBasmati,5.8955,2.0166,"[191.73460721868366, 194.86411889596602, 180.46284501061572]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0019.jpg,SuperBasmati,8.4717,1.8749,"[178.57165109034267, 180.4158878504673, 163.44080996884736]"
L1F23BSCS0118_SuperBasmati_Raw_003_Grain_0020.jpg,SuperBasmati,7.8821,2.0318,"[191.4131455399061, 195.00312989045383, 180.70266040688577]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0001.jpg,SuperBasmati,5.9484,1.8786,"[184.89318181818183, 185.1727272727273, 167.975]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0002.jpg,SuperBasmati,7.983,2.1607,"[185.84593023255815, 187.73982558139534, 176.36191860465115]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0003.jpg,SuperBasmati,7.7349,2.1364,"[191.90512048192772, 194.44126506024097, 180.24397590361446]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0004.jpg,SuperBasmati,7.9914,2.0508,"[194.6747352496218, 197.2768532526475, 183.50680786686837]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0005.jpg,SuperBasmati,8.4273,1.8375,"[180.7384370015949, 183.97767145135566, 171.33492822966508]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0006.jpg,SuperBasmati,7.552,1.8805,"[196.57793345008756, 199.1663747810858, 186.06129597197898]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0007.jpg,SuperBasmati,6.5932,1.472,"[189.07272727272726, 191.45454545454547, 175.9038961038961]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0008.jpg,SuperBasmati,7.7068,1.8598,"[189.894280762565, 191.91334488734836, 179.76603119584055]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0009.jpg,SuperBasmati,7.3698,1.8767,"[189.14548802946592, 191.41252302025782, 179.3609576427256]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0010.jpg,SuperBasmati,8.5492,1.9653,"[184.67302052785925, 186.95454545454547, 173.42375366568916]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0011.jpg,SuperBasmati,7.5393,1.8859,"[191.7188049209139, 194.23725834797892, 181.52021089630932]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0012.jpg,SuperBasmati,8.049,1.7054,"[192.46858168761221, 194.3572710951526, 183.18491921005386]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0013.jpg,SuperBasmati,7.8348,2.0467,"[186.0638629283489, 188.68535825545172, 171.96417445482865]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0014.jpg,SuperBasmati,7.5397,1.8547,"[193.47535211267606, 195.33450704225353, 184.60915492957747]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0015.jpg,SuperBasmati,5.5749,1.9149,"[184.8755868544601, 187.68309859154928, 174.84976525821597]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0016.jpg,SuperBasmati,7.7929,1.8894,"[189.28205128205127, 191.73162393162394, 179.6974358974359]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0017.jpg,SuperBasmati,8.4459,1.9313,"[190.59726443768997, 192.26747720364742, 181.64893617021278]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0018.jpg,SuperBasmati,7.0511,1.7589,"[191.8987854251012, 195.36032388663966, 183.0748987854251]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0019.jpg,SuperBasmati,7.8169,2.1289,"[191.28636363636363, 194.55151515151516, 181.63030303030303]"
L1F23BSCS0118_SuperBasmati_Raw_004_Grain_0020.jpg,SuperBasmati,7.7975,1.776,"[189.174688057041, 191.77183600713013, 178.72727272727272]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0001.jpg,SuperBasmati,7.3196,1.7932,"[184.1942857142857, 186.33142857142857, 174.89333333333335]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0002.jpg,SuperBasmati,8.4282,1.8208,"[189.36774193548388, 191.55483870967743, 180.54354838709676]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0003.jpg,SuperBasmati,6.8531,1.8366,"[201.3108910891089, 203.3940594059406, 191.53069306930692]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0004.jpg,SuperBasmati,7.8016,1.8076,"[194.8495575221239, 197.73805309734513, 185.9132743362832]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0005.jpg,SuperBasmati,5.7277,1.8579,"[190.6244019138756, 193.19138755980862, 178.17224880382776]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0006.jpg,SuperBasmati,7.5674,2.0238,"[190.39837398373984, 192.46178861788619, 180.88130081300812]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0007.jpg,SuperBasmati,7.3603,2.0402,"[183.54424040066777, 186.46243739565944, 173.12186978297163]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0008.jpg,SuperBasmati,7.7897,1.8269,"[184.82986111111111, 187.42881944444446, 175.40625]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0009.jpg,SuperBasmati,7.4023,2.0397,"[195.42424242424244, 197.8989898989899, 185.23737373737373]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0010.jpg,SuperBasmati,7.765,2.0793,"[187.9581395348837, 190.57519379844962, 176.51782945736434]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0011.jpg,SuperBasmati,7.5116,1.8934,"[188.37630662020905, 191.32926829268294, 179.01742160278746]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0012.jpg,SuperBasmati,7.1741,1.9237,"[183.15107913669064, 185.818345323741, 170.94424460431654]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0013.jpg,SuperBasmati,5.967,1.9628,"[196.21108742004265, 198.35394456289978, 185.43283582089552]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0014.jpg,SuperBasmati,7.8587,1.9595,"[186.53246753246754, 188.4512987012987, 178.11525974025975]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0015.jpg,SuperBasmati,7.9989,2.0164,"[192.45256609642303, 194.61741835147745, 182.47122861586314]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0016.jpg,SuperBasmati,7.6713,1.9906,"[192.83034257748776, 194.85807504078304, 185.6068515497553]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0017.jpg,SuperBasmati,8.0671,2.0645,"[188.31988041853512, 190.01943198804184, 178.847533632287]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0018.jpg,SuperBasmati,8.0091,1.992,"[184.55658914728681, 186.55348837209303, 171.7953488372093]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0019.jpg,SuperBasmati,8.5453,2.0639,"[192.2378223495702, 194.6432664756447, 181.69627507163324]"
L1F23BSCS0118_SuperBasmati_Raw_005_Grain_0020.jpg,SuperBasmati,7.6994,2.0447,"[199.39712918660288, 202.2200956937799, 190.94417862838915]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0001.jpg,Basmati515,8.9292,2.1742,"[179.18932655654385, 181.24269377382464, 167.01016518424396]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0002.jpg,Basmati515,7.0489,1.8695,"[177.86764705882354, 179.73345588235293, 164.5496323529412]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0003.jpg,Basmati515,8.7354,2.1099,"[187.07853403141362, 188.91230366492147, 173.8651832460733]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0004.jpg,Basmati515,8.7044,2.0684,"[182.52901484480432, 185.36572199730094, 172.59919028340082]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0005.jpg,Basmati515,8.3091,1.9398,"[184.61746987951807, 186.52861445783134, 173.18975903614458]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0006.jpg,Basmati515,8.283,1.8776,"[183.00772797527048, 185.1823802163833, 172.09273570324575]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0007.jpg,Basmati515,7.607,2.1423,"[181.33532934131736, 183.52844311377245, 170.34730538922156]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0008.jpg,Basmati515,7.8678,1.9126,"[187.07605177993528, 189.78478964401293, 173.19741100323625]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0009.jpg,Basmati515,7.8123,2.075,"[184.62275449101796, 186.70658682634732, 172.59580838323353]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0010.jpg,Basmati515,8.3274,1.9005,"[161.33076923076922, 159.30923076923077, 142.2369230769231]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0011.jpg,Basmati515,7.5453,1.8613,"[186.5758620689655, 189.0758620689655, 171.75]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0012.jpg,Basmati515,4.4849,2.2003,"[175.8475, 177.6275, 165.45]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0013.jpg,Basmati515,6.154,1.9989,"[186.3987975951904, 188.77154308617236, 177.35470941883767]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0014.jpg,Basmati515,8.5665,1.9174,"[189.94256259204712, 192.3475699558174, 178.8880706921944]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0015.jpg,Basmati515,8.3533,2.2135,"[191.46225165562913, 193.05033112582782, 177.82384105960264]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0016.jpg,Basmati515,8.8042,1.8644,"[186.7812041116006, 190.34801762114537, 174.27019089574156]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0017.jpg,Basmati515,8.4608,2.1065,"[184.98360655737704, 187.58743169398906, 175.3155737704918]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0018.jpg,Basmati515,7.7046,1.9492,"[178.05348460291734, 179.15397082658023, 159.3419773095624]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0019.jpg,Basmati515,5.1081,2.0948,"[167.981351981352, 170.45920745920745, 154.997668997669]"
L1F23BSCS0355_Basmati515_Raw_001_Grain_0020.jpg,Basmati515,7.99,1.8547,"[181.6525974025974, 184.32792207792207, 170.47402597402598]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0001.jpg,Basmati515,8.4965,2.0643,"[192.3763888888889, 194.99027777777778, 181.1652777777778]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0002.jpg,Basmati515,8.8312,2.0449,"[182.15675675675675, 184.7445945945946, 169.15]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0003.jpg,Basmati515,8.1744,1.7316,"[185.88964346349746, 188.84040747028862, 174.9083191850594]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0004.jpg,Basmati515,7.8922,1.9322,"[180.88553259141494, 183.58346581875995, 167.68044515103338]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0005.jpg,Basmati515,9.0931,1.9982,"[188.112, 190.93066666666667, 173.776]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0006.jpg,Basmati515,7.5987,2.038,"[175.89589905362777, 178.95425867507888, 165.1577287066246]"
L1F23BSCS0355_Basmati515_Raw_002_Grain_0007.jpg,Basmati515,8.7147,1.9818,"[186.64475524475523, 189.0951048951049, 174.12307692307692]"
